11n_99	{1,2,-1,2,2,2,3,-2,1,-2,3}
11n_100	{1,1,-2,-1,3,-2,-1,-4,3,-2,3,-4}
11n_101	{1,1,2,-1,-3,-2,1,-2,4,-3,2,4}
11n_102	{1,2,-1,2,1,3,2,-1,2,-4,3,-4}
11n_103	{1,1,1,2,-1,2,1,-3,2,-1,2,2,-3}
11n_104	{1,1,1,2,1,1,1,2,-3,2,-3}
11n_105	{1,1,-2,1,-2,3,2,2,2,3,3}
11n_106	{1,1,1,-2,-1,-1,-1,3,-2,3,3}
11n_107	{1,1,1,2,1,1,1,-3,2,-3,-3}
11n_108	{1,1,-2,1,1,3,2,-1,2,2,3}
11n_109	{1,1,1,-2,1,1,3,2,-1,2,3}
11n_110	{1,1,1,2,-1,-1,-3,2,-1,2,-3}
11n_111	{1,1,1,2,1,1,-3,-2,1,-2,-3}
11n_112	{1,1,2,-1,2,-3,2,-1,2,2,-3}
11n_113	{1,1,2,-1,-3,2,2,4,3,-2,3,4}
11n_114	{1,1,-2,1,3,2,-1,-4,-3,2,-3,-4}
11n_115	{1,1,2,-1,3,-2,-2,-4,3,-2,3,-4}
11n_116	{1,1,2,-1,3,-2,-2,-4,-3,2,-3,-4}
11n_117	{1,1,2,-1,3,2,2,-4,-3,2,-3,-4}
11n_118	{1,1,1,2,1,3,-2,1,-2,3,2}
11n_119	{1,1,2,-1,-3,2,-1,2,-3,-3,2}
11n_120	{1,1,-2,1,-2,-2,-3,-2,1,-2,-3}
11n_121	{1,1,2,1,1,-3,2,-1,2,4,-3,4}
11n_121	{1,2,3,3,-2,1,-2,-1,2,2,-3,2,1}
11n_122	{1,1,1,-2,1,-2,3,2,-1,2,3}
11n_123	{1,1,-2,1,3,-2,-1,-4,-3,2,-3,-4}
11n_124	{1,1,2,-1,3,-2,1,-4,3,-2,3,-4}
11n_125	{1,1,1,2,-1,-3,2,-1,2,2,-3}
11n_126	{1,1,1,2,1,1,2,-3,2,-1,2,3,3}
11n_127	{1,1,2,-1,-1,2,2,1,3,-2,3}
11n_128	{1,1,-2,1,-2,1,-3,2,1,-3,-2}
11n_129	{1,1,2,-1,2,2,-3,2,-1,2,-3}
11n_130	{1,1,2,-1,2,-3,2,-1,-3,2,-3}
11n_131	{1,-2,1,-2,-3,2,2,4,3,-2,3,4}
11n_131	{1,2,3,3,-2,-2,1,1,-2,-3,2,1,-2}
11n_132	{1,1,-2,-1,-3,2,-1,2,-3,-2,-2}
11n_133	{1,1,2,1,-3,2,1,-3,2,-3,2}
11n_134	{1,1,2,-1,2,2,3,-2,1,-2,3}
11n_135	{1,1,2,-1,2,1,1,2,-3,2,-3}
11n_136	{1,1,1,2,-1,3,-2,1,1,3,2,2,2}
11n_137	{1,1,1,1,2,-1,2,1,-3,2,-1,2,-3}
11n_138	{1,2,-1,2,3,-2,1,-2,-2,-2,3}
11n_139	{1,1,2,-1,3,-2,3,4,-3,2,-3,4}
11n_140	{1,1,2,-1,2,3,-2,3,2,-4,3,-2,3,-4}
11n_141	{1,1,2,-1,2,-3,2,-3,-2,-4,-3,2,-3,-4}
11n_142	{1,1,2,-1,-3,-2,-4,3,-2,3,-4,-3}
11n_143	{1,1,-2,1,-2,1,-3,2,-1,2,-3}
11n_144	{1,1,-2,1,1,3,2,-1,2,3,3}
11n_145	{1,1,2,1,-3,2,1,-3,-2,-2,-3}
11n_146	{1,1,2,2,3,-2,1,-2,3,-2,3}
11n_147	{1,1,2,1,-3,2,1,-3,2,2,-3}
11n_148	{1,1,2,-3,2,1,-3,2,-3,2,-3}
11n_149	{1,1,1,2,1,-3,2,1,-3,2,-3}
11n_150	{1,1,2,-1,3,2,-4,3,2,-4,3,-4}
11n_151	{1,1,1,1,-2,-2,-1,3,-2,3,-2,3,3}
11n_152	{1,1,-2,1,-2,1,-3,2,2,2,-3}
11n_153	{1,1,1,-2,1,-2,-3,-2,1,-2,-3}
11n_154	{1,1,1,2,-1,-3,2,-1,2,-3,2}
11n_155	{1,1,2,-1,-3,2,-3,-4,-3,2,-3,-4}
11n_156	{1,1,2,-1,-3,2,-1,-3,2,-3,2}
11n_157	{1,1,1,2,-1,-3,2,-1,-3,2,-3}
11n_158	{1,-2,1,-2,-3,-2,1,-2,-2,-2,-3}
11n_159	{1,1,2,2,1,3,-2,1,-2,3,-2}
11n_160	{1,1,2,-1,2,-3,2,-1,2,-3,2}
11n_161	{1,1,1,2,1,-3,-2,1,4,-3,2,-3,4,-3}
11n_162	{1,1,2,-1,2,1,3,-2,-1,3,2,4,-3,4}
11n_163	{1,1,2,-1,2,1,-3,2,-1,2,-3,2,-3}
11n_164	{1,1,1,-2,-1,3,-2,-1,3,2,2,3,3}
11n_165	{1,1,2,-1,3,-2,-4,3,-2,-4,3,-4}
11n_166	{1,1,-2,1,-2,-3,-2,1,-2,-2,-3}
11n_167	{1,1,1,2,-1,2,-3,2,-1,2,-3}
11n_168	{1,1,2,-1,3,-2,3,-4,3,-2,3,-4}
11n_169	{1,1,1,1,2,1,1,-3,2,-1,2,3,3}
11n_170	{1,1,2,-1,2,-3,-2,1,4,-3,2,2,4,-3}
11n_171	{1,1,2,-1,2,3,2,2,-4,3,-2,3,4,4}
11n_172	{1,2,-1,2,1,3,-2,1,-2,-2,3}
11n_173	{1,-2,1,-3,-2,-2,1,-3,-2,-2,-3}
11n_174	{1,1,-2,1,3,-2,1,3,2,2,3}
11n_175	{1,1,1,2,1,-3,-2,1,4,-3,2,4,-3,4}
11n_176	{1,1,-2,1,-2,1,3,2,-1,2,3}
11n_177	{1,-2,1,-2,1,-3,-2,1,-2,-2,-3}
11n_178	{1,-2,1,-2,3,-2,1,3,2,2,3}
11n_179	{1,1,-2,1,1,-2,-1,3,-2,1,-2,-3,-3}
11n_180	{1,1,1,1,2,-1,3,-2,1,1,3,2,2}
11n_181	{1,1,2,1,1,-3,2,-1,2,3,3,4,-3,4}
11n_182	{1,1,-2,1,-2,1,-3,-2,1,-2,-3}
11n_183	{1,-2,1,3,2,2,1,3,2,2,3}
11n_184	{1,-2,1,3,-2,-2,1,3,2,2,3}
11n_185	{1,-2,1,3,-2,1,3,2,2,2,3}
